round_end_reason,ct_equip_val,t_equip_val,type_buy_ct,type_buy_t,score_ct,score_t,bomb_plant
TWin,4500,4050,Eco,Eco,0,2,True
BombDefused,1300,19150,Eco,Half Buy,1,2,True
TargetBombed,23150,20100,Full Buy,Full Buy,1,3,True
CTWin,26300,18300,Full Buy,Half Buy,2,3,False
TWin,24750,25500,Full Buy,Full Buy,2,4,True
TWin,26950,2000,Full Buy,Eco,2,5,True
TWin,10000,25900,Half Buy,Full Buy,2,6,True
TWin,1000,25900,Eco,Full Buy,2,7,True
TWin,23050,25900,Full Buy,Full Buy,2,8,False
BombDefused,5400,25500,Force Buy,Full Buy,3,8,True
TWin,27550,27850,Full Buy,Full Buy,9,3,True
BombDefused,25050,24650,Full Buy,Full Buy,10,3,True
CTWin,3950,4350,Eco,Eco,11,3,False
CTWin,20950,13950,Full Buy,Half Buy,12,3,False
TargetBombed,23200,4700,Full Buy,Eco,12,4,True
TWin,27050,19800,Full Buy,Half Buy,12,5,True
CTWin,24500,25200,Full Buy,Full Buy,13,5,False
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TWin,5700,5750,Force Buy,Force Buy,0,1,True
TWin,4250,4650,Eco,Eco,0,2,False
TWin,9450,18500,Force Buy,Half Buy,0,3,False
TargetBombed,2600,19750,Eco,Half Buy,0,4,True
BombDefused,26800,26750,Full Buy,Full Buy,1,4,True
TargetBombed,25150,26750,Full Buy,Full Buy,1,5,True
TWin,28350,25300,Full Buy,Full Buy,1,6,True
TWin,26050,25200,Full Buy,Full Buy,1,7,True
TargetBombed,7450,27350,Force Buy,Full Buy,1,8,True
CTWin,27250,27650,Full Buy,Full Buy,2,8,False
BombDefused,20350,27450,Full Buy,Full Buy,3,8,True
CTWin,29450,26850,Full Buy,Full Buy,8,4,False
CTWin,20850,31450,Full Buy,Full Buy,9,4,False
CTWin,4300,4400,Eco,Eco,10,4,False
TargetBombed,20050,1200,Full Buy,Eco,10,5,True
TWin,24000,23600,Full Buy,Full Buy,10,6,True
TargetBombed,22950,25100,Full Buy,Full Buy,10,7,True
TWin,1000,27350,Eco,Full Buy,10,8,True
TargetBombed,23600,27450,Full Buy,Full Buy,10,9,True
TargetBombed,6350,27550,Force Buy,Full Buy,10,10,True
CTWin,26150,28050,Full Buy,Full Buy,11,10,False
CTWin,28500,27950,Full Buy,Full Buy,12,10,False
BombDefused,29450,27350,Full Buy,Full Buy,13,10,True
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
CTWin,5750,9400,Force Buy,Force Buy,1,0,False
CTWin,4050,4050,Eco,Eco,2,0,False
TWin,19700,1200,Half Buy,Eco,2,1,False
CTWin,22850,22700,Full Buy,Full Buy,3,1,False
CTWin,21550,25700,Full Buy,Full Buy,4,1,False
TWin,26850,4400,Full Buy,Eco,4,2,False
TargetSaved,27800,25050,Full Buy,Full Buy,5,2,False
CTWin,27800,23300,Full Buy,Full Buy,6,2,False
CTWin,24800,8050,Full Buy,Force Buy,7,2,False
CTWin,29200,2450,Full Buy,Eco,8,2,False
TWin,30750,23400,Full Buy,Full Buy,8,3,True
CTWin,30750,6350,Full Buy,Force Buy,3,9,False
TWin,28450,23300,Full Buy,Full Buy,3,10,True
TWin,4300,4150,Eco,Eco,3,11,True
TWin,1300,19250,Eco,Half Buy,3,12,True
CTWin,24250,20700,Full Buy,Full Buy,4,12,False
CTWin,16150,27250,Half Buy,Full Buy,5,12,False
CTWin,27600,14950,Full Buy,Half Buy,6,12,False
TWin,29050,1000,Full Buy,Eco,6,13,False
TWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TargetBombed,1000,5300,Eco,Force Buy,0,1,True
TargetSaved,4250,4400,Eco,Eco,1,1,False
TargetBombed,10750,18750,Half Buy,Half Buy,1,2,True
BombDefused,21700,10900,Full Buy,Half Buy,2,2,True
CTWin,13950,19000,Half Buy,Half Buy,3,2,False
CTWin,22650,12850,Full Buy,Half Buy,4,2,False
BombDefused,26750,1500,Full Buy,Eco,5,2,True
CTWin,29700,22400,Full Buy,Full Buy,6,2,False
TargetSaved,31250,8100,Full Buy,Force Buy,7,2,False
TWin,30550,26300,Full Buy,Full Buy,7,3,True
TargetSaved,28500,22650,Full Buy,Full Buy,8,3,False
CTWin,30050,27450,Full Buy,Full Buy,3,9,False
TWin,23900,31050,Full Buy,Full Buy,3,10,True
CTWin,4350,5350,Eco,Force Buy,4,10,False
TargetBombed,10000,18650,Half Buy,Half Buy,4,11,True
BombDefused,20900,10050,Full Buy,Half Buy,5,11,True
TargetBombed,15350,23250,Half Buy,Full Buy,5,12,True
TWin,25050,18800,Full Buy,Half Buy,5,13,True
TWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
BombDefused,1000,5300,Eco,Force Buy,1,0,True
TargetBombed,4250,4750,Eco,Eco,1,1,True
CTWin,22200,14200,Full Buy,Half Buy,2,1,False
CTWin,13350,20650,Half Buy,Full Buy,3,1,False
CTWin,26950,8150,Full Buy,Force Buy,4,1,False
TWin,28650,1000,Full Buy,Eco,4,2,False
CTWin,30000,21700,Full Buy,Full Buy,5,2,False
CTWin,28100,22600,Full Buy,Full Buy,6,2,False
BombDefused,28250,2300,Full Buy,Eco,7,2,True
BombDefused,28150,24000,Full Buy,Full Buy,8,2,True
TargetSaved,30150,8350,Full Buy,Force Buy,9,2,False
CTWin,30950,26550,Full Buy,Full Buy,2,10,False
BombDefused,27150,30400,Full Buy,Full Buy,3,10,True
BombDefused,4000,4350,Eco,Eco,4,10,True
CTWin,18850,13750,Half Buy,Half Buy,5,10,False
TargetBombed,24200,8300,Full Buy,Force Buy,5,11,True
TargetSaved,30450,25850,Full Buy,Full Buy,6,11,False
CTWin,24700,26650,Full Buy,Full Buy,7,11,False
CTWin,29400,8200,Full Buy,Force Buy,8,11,False
BombDefused,30550,23500,Full Buy,Full Buy,9,11,True
BombDefused,30450,8350,Full Buy,Force Buy,10,11,True
TWin,30000,26300,Full Buy,Full Buy,10,12,True
TWin,29750,24800,Full Buy,Full Buy,10,13,False
TWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TWin,1000,5300,Eco,Force Buy,0,1,False
TargetBombed,4200,4550,Eco,Eco,0,2,True
CTWin,10900,14500,Half Buy,Half Buy,1,2,False
BombDefused,11200,23300,Half Buy,Full Buy,2,2,True
CTWin,27700,10700,Full Buy,Half Buy,3,2,False
TargetBombed,30250,3800,Full Buy,Eco,3,3,True
TWin,30400,23200,Full Buy,Full Buy,3,4,True
CTWin,30100,27250,Full Buy,Full Buy,4,4,False
CTWin,20050,27350,Full Buy,Full Buy,5,4,False
BombDefused,28950,18150,Full Buy,Half Buy,6,4,True
TargetBombed,30050,1000,Full Buy,Eco,6,5,True
TWin,29900,26650,Full Buy,Full Buy,6,6,True
TWin,27750,23450,Full Buy,Full Buy,6,7,True
TWin,4200,4300,Eco,Eco,6,8,True
TWin,1000,20500,Eco,Full Buy,6,9,True
TWin,23900,24000,Full Buy,Full Buy,6,10,True
TargetSaved,4750,23150,Eco,Full Buy,7,10,False
CTWin,28850,25150,Full Buy,Full Buy,8,10,False
CTWin,22400,27650,Full Buy,Full Buy,9,10,False
TWin,29400,4650,Full Buy,Eco,9,11,True
TargetBombed,29700,23800,Full Buy,Full Buy,9,12,True
TWin,5250,24650,Force Buy,Full Buy,9,13,True
CTWin,0,0,Eco,Eco,0,0,False
,0,0,,,0,0,False
TargetBombed,3250,3250,Eco,Eco,0,1,True
TWin,4000,4250,Eco,Eco,0,2,True
TWin,9350,19850,Force Buy,Half Buy,0,3,True
TargetBombed,2450,22750,Eco,Full Buy,0,4,True
BombDefused,25650,25400,Full Buy,Full Buy,1,4,True
CTWin,11250,27350,Half Buy,Full Buy,2,4,False
CTWin,28550,17700,Full Buy,Half Buy,3,4,False
TWin,30450,1500,Full Buy,Eco,3,5,True
TargetBombed,29150,25000,Full Buy,Full Buy,3,6,True
BombDefused,28000,25000,Full Buy,Full Buy,4,6,True
CTWin,10150,25000,Half Buy,Full Buy,5,6,False
BombDefused,30100,24900,Full Buy,Full Buy,6,6,True
CTWin,14100,28600,Half Buy,Full Buy,7,6,False
CTWin,4650,4700,Eco,Eco,8,6,False
TWin,19000,1500,Half Buy,Eco,8,7,False
TWin,25450,23500,Full Buy,Full Buy,8,8,True
TargetBombed,14150,24100,Half Buy,Full Buy,8,9,True
TWin,1000,25100,Eco,Full Buy,8,10,True
TWin,11200,27150,Half Buy,Full Buy,8,11,False
TWin,26000,27250,Full Buy,Full Buy,8,12,True
CTWin,8350,27450,Force Buy,Full Buy,9,12,False
CTWin,26950,27150,Full Buy,Full Buy,10,12,False
TWin,18550,27150,Half Buy,Full Buy,10,13,True
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
BombDefused,1000,1000,Eco,Eco,1,0,True
TWin,4200,4050,Eco,Eco,1,1,False
TWin,20650,5800,Full Buy,Force Buy,1,2,False
TWin,6100,24700,Force Buy,Full Buy,1,3,False
TWin,1000,25700,Eco,Full Buy,1,4,False
TWin,22600,28550,Full Buy,Full Buy,1,5,False
BombDefused,5350,27750,Force Buy,Full Buy,2,5,True
TargetBombed,27400,27550,Full Buy,Full Buy,2,6,True
TargetBombed,25050,27450,Full Buy,Full Buy,2,7,True
CTWin,17000,27550,Half Buy,Full Buy,3,7,False
CTWin,28200,27750,Full Buy,Full Buy,4,7,False
TWin,29050,27500,Full Buy,Full Buy,8,4,False
CTWin,23000,30050,Full Buy,Full Buy,9,4,False
CTWin,4250,4200,Eco,Eco,10,4,False
CTWin,21650,2500,Full Buy,Eco,11,4,False
CTWin,25350,18850,Full Buy,Half Buy,12,4,False
CTWin,30900,7300,Full Buy,Force Buy,13,4,False
TWin,0,0,Eco,Eco,0,0,False
,0,0,,,0,0,False
CTWin,3250,3250,Eco,Eco,1,0,False
CTWin,4000,4200,Eco,Eco,2,0,False
CTWin,19550,1500,Half Buy,Eco,3,0,False
TWin,24200,21750,Full Buy,Full Buy,3,1,True
TWin,28400,5400,Full Buy,Force Buy,3,2,False
TWin,26000,25500,Full Buy,Full Buy,3,3,True
TWin,2300,25500,Eco,Full Buy,3,4,True
TWin,23150,25500,Full Buy,Full Buy,3,5,True
BombDefused,7050,25400,Force Buy,Full Buy,4,5,True
TargetBombed,26050,25300,Full Buy,Full Buy,4,6,True
BombDefused,23550,21050,Full Buy,Full Buy,5,6,True
BombDefused,22600,23800,Full Buy,Full Buy,6,6,True
TWin,19300,30350,Half Buy,Full Buy,6,7,True
TWin,4250,4300,Eco,Eco,6,8,False
TWin,1500,18200,Eco,Half Buy,6,9,True
TWin,23300,21250,Full Buy,Full Buy,6,10,False
CTWin,13550,25500,Half Buy,Full Buy,7,10,False
TargetBombed,13700,25500,Half Buy,Full Buy,7,11,True
TargetBombed,27250,26250,Full Buy,Full Buy,7,12,True
BombDefused,19550,27450,Half Buy,Full Buy,8,12,True
TWin,25650,25800,Full Buy,Full Buy,8,13,True
TWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
BombDefused,1000,1000,Eco,Eco,1,0,True
TargetSaved,4250,4350,Eco,Eco,2,0,False
CTWin,19650,15250,Half Buy,Half Buy,3,0,False
CTWin,21550,15300,Full Buy,Half Buy,4,0,False
CTWin,23800,8350,Full Buy,Force Buy,5,0,False
CTWin,28300,24300,Full Buy,Full Buy,6,0,False
CTWin,28400,20250,Full Buy,Full Buy,7,0,False
TWin,29450,5650,Full Buy,Force Buy,7,1,True
CTWin,30750,25500,Full Buy,Full Buy,8,1,False
CTWin,25700,27350,Full Buy,Full Buy,9,1,False
BombDefused,28700,24950,Full Buy,Full Buy,10,1,True
CTWin,29150,18800,Full Buy,Half Buy,1,11,False
CTWin,22300,31450,Full Buy,Full Buy,2,11,False
CTWin,4100,4200,Eco,Eco,3,11,False
TWin,20100,1000,Full Buy,Eco,3,12,True
CTWin,25300,22000,Full Buy,Full Buy,4,12,False
CTWin,20500,25600,Full Buy,Full Buy,5,12,False
TWin,28200,8250,Full Buy,Force Buy,5,13,True
CTWin,0,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TWin,1000,1000,Eco,Eco,0,1,False
TWin,4600,5500,Eco,Force Buy,0,2,True
TWin,6250,18900,Force Buy,Half Buy,0,3,False
TWin,1100,22150,Eco,Full Buy,0,4,True
TargetBombed,26650,25100,Full Buy,Full Buy,0,5,True
TWin,17950,25400,Half Buy,Full Buy,0,6,True
BombDefused,14750,25300,Half Buy,Full Buy,1,6,True
TargetBombed,27450,25200,Full Buy,Full Buy,1,7,True
CTWin,27650,27450,Full Buy,Full Buy,2,7,False
CTWin,26850,27450,Full Buy,Full Buy,3,7,False
TWin,29250,26750,Full Buy,Full Buy,3,8,True
TWin,29550,6450,Full Buy,Force Buy,9,3,True
TargetBombed,25500,26550,Full Buy,Full Buy,9,4,True
BombDefused,4300,4350,Eco,Eco,10,4,True
CTWin,11750,19300,Half Buy,Half Buy,11,4,False
CTWin,23100,12700,Full Buy,Half Buy,12,4,False
BombDefused,25500,1000,Full Buy,Eco,13,4,True
,0,0,,,0,0,False
TWin,5100,0,Force Buy,Eco,0,1,True
TWin,4000,4200,Eco,Eco,0,2,True
BombDefused,1000,19050,Eco,Half Buy,1,2,True
TargetBombed,22700,19550,Full Buy,Half Buy,1,3,True
TargetBombed,22650,27550,Full Buy,Full Buy,1,4,True
TWin,23350,27550,Full Buy,Full Buy,1,5,False
TWin,4700,27850,Eco,Full Buy,1,6,True
TWin,25700,28450,Full Buy,Full Buy,1,7,True
CTWin,8900,26200,Force Buy,Full Buy,2,7,False
CTWin,27150,28350,Full Buy,Full Buy,3,7,False
CTWin,28150,27750,Full Buy,Full Buy,4,7,False
TWin,29250,27450,Full Buy,Full Buy,8,4,True
CTWin,25400,31150,Full Buy,Full Buy,9,4,False
TWin,4500,4300,Eco,Eco,9,5,True
CTWin,20300,10300,Full Buy,Half Buy,10,5,False
CTWin,8100,22400,Force Buy,Full Buy,11,5,False
CTWin,26550,12200,Full Buy,Half Buy,12,5,False
CTWin,29100,9600,Full Buy,Force Buy,13,5,False
TWin,3550,0,Eco,Eco,0,1,False
,3250,3250,Eco,Eco,0,0,False
,0,0,,,0,0,False
TWin,4250,4250,Eco,Eco,0,1,True
TWin,4200,4950,Eco,Eco,0,2,False
CTWin,1000,20050,Eco,Full Buy,1,2,False
TargetBombed,22500,22300,Full Buy,Full Buy,1,3,True
BombDefused,24200,21850,Full Buy,Full Buy,2,3,True
TargetBombed,22400,25900,Full Buy,Full Buy,2,4,True
TWin,27200,17750,Full Buy,Half Buy,2,5,True
TWin,25050,21450,Full Buy,Full Buy,2,6,False
TWin,11600,25050,Half Buy,Full Buy,2,7,True
BombDefused,2600,25950,Eco,Full Buy,3,7,True
TWin,26700,27550,Full Buy,Full Buy,3,8,True
TWin,26700,27350,Full Buy,Full Buy,9,3,False
CTWin,28450,18950,Full Buy,Half Buy,10,3,False
TWin,4000,4250,Eco,Eco,10,4,True
CTWin,21250,9800,Full Buy,Force Buy,11,4,False
CTWin,9200,21400,Force Buy,Full Buy,12,4,False
BombDefused,25850,10150,Full Buy,Half Buy,13,4,True
,0,0,,,0,0,False
CTWin,10550,2550,Half Buy,Eco,1,0,False
CTWin,4550,4300,Eco,Eco,2,0,False
CTWin,20900,8650,Full Buy,Force Buy,3,0,False
BombDefused,26750,3300,Full Buy,Eco,4,0,True
BombDefused,30350,25750,Full Buy,Full Buy,5,0,True
CTWin,29650,22250,Full Buy,Full Buy,6,0,False
TargetBombed,30150,11550,Full Buy,Half Buy,6,1,True
CTWin,30050,26650,Full Buy,Full Buy,7,1,False
BombDefused,29600,27450,Full Buy,Full Buy,8,1,True
BombDefused,30050,23050,Full Buy,Full Buy,9,1,True
TargetBombed,30050,21700,Full Buy,Full Buy,9,2,True
TWin,30650,22600,Full Buy,Full Buy,3,9,True
CTWin,20050,30200,Full Buy,Full Buy,4,9,False
CTWin,4250,4450,Eco,Eco,5,9,False
CTWin,20300,8300,Full Buy,Force Buy,6,9,False
TWin,25000,2500,Full Buy,Eco,6,10,True
CTWin,30500,26350,Full Buy,Full Buy,7,10,False
TWin,22700,26150,Full Buy,Full Buy,7,11,True
TWin,26450,5150,Full Buy,Force Buy,7,12,True
TWin,9600,27850,Force Buy,Full Buy,7,13,True
,0,0,,,0,0,False
CTWin,4100,0,Eco,Eco,0,0,False
,3250,3250,Eco,Eco,0,0,False
TWin,7800,4250,Force Buy,Eco,0,1,False
TWin,4000,4450,Eco,Eco,0,2,True
TWin,9350,15950,Force Buy,Half Buy,0,3,False
CTWin,3250,19650,Eco,Half Buy,1,3,False
TWin,28450,26850,Full Buy,Full Buy,1,4,True
TargetBombed,23800,4650,Full Buy,Eco,1,5,True
TargetBombed,3850,27350,Eco,Full Buy,1,6,True
TWin,27800,28450,Full Buy,Full Buy,1,7,False
TargetBombed,26450,27450,Full Buy,Full Buy,1,8,True
CTWin,7050,27050,Force Buy,Full Buy,2,8,False
TargetBombed,27850,27350,Full Buy,Full Buy,2,9,True
TWin,29900,25250,Full Buy,Full Buy,10,2,False
CTWin,27750,27250,Full Buy,Full Buy,11,2,False
TargetBombed,4250,5250,Eco,Force Buy,11,3,True
TargetBombed,22350,10400,Full Buy,Half Buy,11,4,True
BombDefused,12000,20250,Half Buy,Full Buy,12,4,True
CTWin,7250,24800,Force Buy,Full Buy,13,4,False
,0,0,,,0,0,False
CTWin,850,0,Eco,Eco,1,0,False
BombDefused,4300,4200,Eco,Eco,2,0,True
BombDefused,19950,1700,Half Buy,Eco,3,0,True
TargetBombed,24800,24200,Full Buy,Full Buy,3,1,True
CTWin,29550,21050,Full Buy,Full Buy,4,1,False
CTWin,28500,25050,Full Buy,Full Buy,5,1,False
CTWin,27500,4500,Full Buy,Eco,6,1,False
CTWin,30350,25400,Full Buy,Full Buy,7,1,False
CTWin,30150,12750,Full Buy,Half Buy,8,1,False
CTWin,31150,23200,Full Buy,Full Buy,9,1,False
CTWin,31550,9150,Full Buy,Force Buy,10,1,False
TWin,30850,25400,Full Buy,Full Buy,2,10,True
CTWin,20750,32250,Full Buy,Full Buy,3,10,False
CTWin,4000,4150,Eco,Eco,4,10,False
CTWin,19050,1000,Half Buy,Eco,5,10,False
CTWin,25050,23500,Full Buy,Full Buy,6,10,False
BombDefused,29100,6100,Full Buy,Force Buy,7,10,True
TWin,29500,26450,Full Buy,Full Buy,7,11,True
TargetBombed,27150,26650,Full Buy,Full Buy,7,12,True
TWin,9100,25100,Force Buy,Full Buy,7,13,True
,0,0,,,0,0,False
TWin,850,0,Eco,Eco,0,1,False
,3250,3250,Eco,Eco,0,0,False
,0,0,,,0,0,False
CTWin,1000,1000,Eco,Eco,1,0,False
CTWin,4000,4550,Eco,Eco,2,0,False
CTWin,19750,1800,Half Buy,Eco,3,0,False
CTWin,23700,24200,Full Buy,Full Buy,4,0,False
CTWin,24850,6250,Full Buy,Force Buy,5,0,False
TWin,26950,25400,Full Buy,Full Buy,5,1,True
BombDefused,27600,21750,Full Buy,Full Buy,6,1,True
TargetBombed,5800,27450,Force Buy,Full Buy,6,2,True
CTWin,25900,23950,Full Buy,Full Buy,7,2,False
BombDefused,20700,25300,Full Buy,Full Buy,8,2,True
BombDefused,29300,10750,Full Buy,Half Buy,9,2,True
CTWin,28050,26650,Full Buy,Full Buy,2,10,False
BombDefused,23100,31250,Full Buy,Full Buy,3,10,True
CTWin,4000,4300,Eco,Eco,4,10,False
CTWin,21050,15150,Full Buy,Half Buy,5,10,False
TWin,22750,3250,Full Buy,Eco,5,11,True
TWin,26650,25200,Full Buy,Full Buy,5,12,False
TWin,17000,23500,Half Buy,Full Buy,5,13,True
,0,0,,,0,0,False
CTWin,10800,7950,Half Buy,Force Buy,0,0,False
,3250,3250,Eco,Eco,0,0,False
,0,0,,,0,0,False
CTWin,4250,4250,Eco,Eco,1,0,False
CTWin,4650,4200,Eco,Eco,2,0,False
TargetBombed,19400,1500,Half Buy,Eco,2,1,True
BombDefused,25500,23600,Full Buy,Full Buy,3,1,True
CTWin,25100,24300,Full Buy,Full Buy,4,1,False
CTWin,29400,25300,Full Buy,Full Buy,5,1,False
TargetBombed,29850,5650,Full Buy,Force Buy,5,2,True
TWin,29000,25100,Full Buy,Full Buy,5,3,False
TWin,28500,25000,Full Buy,Full Buy,5,4,True
TargetBombed,1600,25400,Eco,Full Buy,5,5,True
CTWin,26000,26000,Full Buy,Full Buy,6,5,False
BombDefused,12500,27850,Half Buy,Full Buy,5,7,True
TWin,26050,29600,Full Buy,Full Buy,5,8,False
TWin,4200,4300,Eco,Eco,5,9,False
TargetBombed,1200,19700,Eco,Half Buy,5,10,True
TWin,14100,21500,Half Buy,Full Buy,5,11,True
TWin,28500,24050,Full Buy,Full Buy,5,12,True
TWin,20600,27550,Full Buy,Full Buy,5,13,True
,0,0,,,0,0,False
TWin,200,0,Eco,Eco,0,1,True
TWin,4250,4700,Eco,Eco,0,2,False
CTWin,3100,19000,Eco,Half Buy,1,2,False
TargetBombed,20850,22000,Full Buy,Full Buy,1,3,True
CTWin,25700,23700,Full Buy,Full Buy,2,3,False
CTWin,13950,25700,Half Buy,Full Buy,3,3,False
CTWin,28900,17400,Full Buy,Half Buy,4,3,False
CTWin,25200,1000,Full Buy,Eco,5,3,False
CTWin,28900,22000,Full Buy,Full Buy,6,3,False
BombDefused,28900,6750,Full Buy,Force Buy,7,3,True
TargetBombed,31050,26300,Full Buy,Full Buy,7,4,True
CTWin,30950,22700,Full Buy,Full Buy,4,8,False
BombDefused,24000,33300,Full Buy,Full Buy,5,8,True
TWin,4250,4200,Eco,Eco,5,9,True
TWin,22550,6100,Full Buy,Force Buy,5,10,True
TWin,8500,24250,Force Buy,Full Buy,5,11,True
TWin,10700,26200,Half Buy,Full Buy,5,12,False
CTWin,1800,25600,Eco,Full Buy,6,12,False
CTWin,27800,25500,Full Buy,Full Buy,7,12,False
BombDefused,28650,21250,Full Buy,Full Buy,8,12,True
TWin,30300,4450,Full Buy,Eco,8,13,True
,0,0,,,0,0,False
CTWin,200,200,Eco,Eco,1,0,False
CTWin,3900,4950,Eco,Eco,2,0,False
CTWin,19700,10350,Half Buy,Half Buy,3,0,False
CTWin,24250,2100,Full Buy,Eco,4,0,False
TWin,24750,25400,Full Buy,Full Buy,4,1,True
BombDefused,28300,10100,Full Buy,Half Buy,5,1,True
TargetBombed,29150,27350,Full Buy,Full Buy,5,2,True
TWin,29400,24750,Full Buy,Full Buy,5,3,True
TWin,29200,25600,Full Buy,Full Buy,5,4,True
TWin,5200,27850,Force Buy,Full Buy,5,5,True
CTWin,23550,28850,Full Buy,Full Buy,6,5,False
TWin,7500,28350,Force Buy,Full Buy,6,6,True
CTWin,27750,32450,Full Buy,Full Buy,7,6,False
CTWin,4250,4400,Eco,Eco,8,6,False
TWin,19650,1600,Half Buy,Eco,8,7,True
CTWin,24150,22300,Full Buy,Full Buy,9,7,False
TWin,22350,25100,Full Buy,Full Buy,9,8,True
TargetBombed,26450,16200,Full Buy,Half Buy,9,9,True
TWin,1400,23450,Eco,Full Buy,9,10,True
TargetBombed,27100,24400,Full Buy,Full Buy,9,11,True
CTWin,6300,24800,Force Buy,Full Buy,10,11,False
TWin,26400,24900,Full Buy,Full Buy,10,12,True
CTWin,29950,25400,Full Buy,Full Buy,11,12,False
CTWin,20550,27850,Full Buy,Full Buy,12,12,False
TWin,26800,17200,Full Buy,Half Buy,12,13,True
BombDefused,29000,27350,Full Buy,Full Buy,13,13,True
TWin,27450,25400,Full Buy,Full Buy,14,13,False
BombDefused,27750,29300,Full Buy,Full Buy,15,13,True
TWin,29950,27850,Full Buy,Full Buy,15,14,True
TWin,29850,27650,Full Buy,Full Buy,15,15,False
TWin,24150,28250,Full Buy,Full Buy,15,16,True
TWin,29150,27750,Full Buy,Full Buy,15,17,False
BombDefused,28350,27900,Full Buy,Full Buy,17,16,True
BombDefused,28050,18000,Full Buy,Half Buy,18,16,True
BombDefused,29100,26950,Full Buy,Full Buy,19,16,True
,0,0,,,0,0,False
BombDefused,1000,1000,Eco,Eco,1,0,True
CTWin,4050,4200,Eco,Eco,2,0,False
CTWin,21700,7250,Full Buy,Force Buy,3,0,False
CTWin,25950,20700,Full Buy,Full Buy,4,0,False
TargetBombed,30650,7750,Full Buy,Force Buy,4,1,True
TWin,31450,25200,Full Buy,Full Buy,4,2,True
TargetBombed,30150,27850,Full Buy,Full Buy,4,3,True
TWin,6850,27650,Force Buy,Full Buy,4,4,True
TWin,26700,27650,Full Buy,Full Buy,4,5,True
TWin,9500,27550,Force Buy,Full Buy,4,6,True
TargetBombed,26800,27550,Full Buy,Full Buy,4,7,True
CTWin,10350,27450,Half Buy,Full Buy,7,5,False
CTWin,28250,28750,Full Buy,Full Buy,8,5,False
CTWin,4000,5100,Eco,Force Buy,9,5,False
TargetBombed,20200,1300,Full Buy,Eco,9,6,True
TWin,21400,22400,Full Buy,Full Buy,9,7,True
TWin,25550,25700,Full Buy,Full Buy,9,8,False
TargetBombed,5950,21150,Force Buy,Full Buy,9,9,True
CTWin,11100,24350,Half Buy,Full Buy,10,9,False
TWin,27050,24350,Full Buy,Full Buy,10,10,True
TargetBombed,25800,27850,Full Buy,Full Buy,10,11,True
CTWin,5350,26500,Force Buy,Full Buy,11,11,False
TWin,29100,27650,Full Buy,Full Buy,11,12,True
CTWin,30350,15650,Full Buy,Half Buy,12,12,False
BombDefused,26450,22950,Full Buy,Full Buy,13,12,True
BombDefused,29150,27450,Full Buy,Full Buy,14,12,True
TWin,30750,25200,Full Buy,Full Buy,13,14,False
TWin,25850,31250,Full Buy,Full Buy,13,15,True
TWin,29700,27450,Full Buy,Full Buy,13,16,False
,0,0,,,0,0,False
TWin,200,0,Eco,Eco,0,1,True
TWin,4250,4250,Eco,Eco,0,2,True
TWin,2000,20250,Eco,Full Buy,0,3,True
TWin,22450,25000,Full Buy,Full Buy,0,4,False
CTWin,5350,27450,Force Buy,Full Buy,1,4,False
BombDefused,28350,27450,Full Buy,Full Buy,2,4,True
TargetSaved,28450,2950,Full Buy,Eco,3,4,False
TWin,28100,25000,Full Buy,Full Buy,3,5,True
TWin,28100,8150,Full Buy,Force Buy,3,6,True
TargetBombed,2150,27350,Eco,Full Buy,3,7,True
TWin,23500,27650,Full Buy,Full Buy,3,8,False
TWin,6850,27650,Force Buy,Full Buy,9,3,True
CTWin,28850,30000,Full Buy,Full Buy,10,3,False
CTWin,4300,4200,Eco,Eco,11,3,False
CTWin,18900,2500,Half Buy,Eco,12,3,False
CTWin,25900,23300,Full Buy,Full Buy,13,3,False
,0,0,,,0,0,False
TWin,0,200,Eco,Eco,0,1,True
TWin,2100,4950,Eco,Eco,0,2,True
TWin,11900,19000,Half Buy,Half Buy,0,3,True
TargetBombed,3700,20800,Eco,Full Buy,0,4,True
TWin,25200,26050,Full Buy,Full Buy,0,5,True
TWin,11500,26850,Half Buy,Full Buy,0,6,True
TWin,27800,28150,Full Buy,Full Buy,0,7,False
CTWin,8550,28150,Force Buy,Full Buy,1,7,False
TWin,27650,28500,Full Buy,Full Buy,1,8,True
TWin,26700,27350,Full Buy,Full Buy,1,9,True
CTWin,12050,29300,Half Buy,Full Buy,2,9,False
TWin,26400,27850,Full Buy,Full Buy,10,2,True
TWin,27750,27900,Full Buy,Full Buy,10,3,True
TWin,4250,4250,Eco,Eco,10,4,True
TWin,7750,20050,Force Buy,Full Buy,10,5,False
TargetBombed,2300,24700,Eco,Full Buy,10,6,True
TWin,27050,28250,Full Buy,Full Buy,10,7,True
TargetSaved,10200,27850,Half Buy,Full Buy,11,7,False
